start,end,VAR00003,location,age,education,illiterateReason,address,schoolLeakage,workingStatus,socialStatus,ageOfMarriage,reasonOfMarriage,pregnant,disability,typeOfDisability,livingWithFamily,whereDoYouLive,whyLivingOutsideFamily,Version,ID,UUID,SubmissionTime,Index,gazaOrWestBank,type
2017-12-09T14:20:58.147+02,2017-12-09T14:22:07.697+02,null,Kufur Ne'mah,15 - 16,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7231939,901ee3fc-b9c3-49de-a093-0199106666b0,2017-12-09T14:40:04,79,West Bank,adolescentGirls
2017-12-09T14:42:00.366+02,2017-12-09T14:42:53.862+02,null,Kufur Ne'mah,15 - 16,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7231945,7b8e1248-460c-4f8f-b9e5-4773520d9632,2017-12-09T14:40:07,80,West Bank,adolescentGirls
2017-12-09T14:55:10.448+02,2017-12-09T14:56:31.471+02,null,Kufur Ne'mah,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7231948,b618fa87-9a9f-4614-9d87-a4316016806b,2017-12-09T14:40:16,81,West Bank,adolescentGirls
2017-12-09T15:21:19.060+02,2017-12-09T15:22:13.106+02,null,Kufur Ne'mah,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7231951,647b3f30-dd3e-4f3f-affb-9d83feaff64c,2017-12-09T14:40:18,82,West Bank,adolescentGirls
2017-12-09T15:34:49.188+02,2017-12-09T15:35:50.696+02,null,Kufur Ne'mah,17 - 18,Secondary education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7231953,9d3217ca-3e1a-4329-a1b9-174e3de526be,2017-12-09T14:40:20,83,West Bank,adolescentGirls
2017-12-09T15:59:39.941+02,2017-12-09T16:00:45.855+02,null,Kufur Ne'mah,17 - 18,Secondary education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7231954,44936b53-c5f6-4887-8401-d9370e1cc9c6,2017-12-09T14:40:21,84,West Bank,adolescentGirls
2017-12-09T13:39:50.055+02,2017-12-09T13:44:56.357+02,null,Kufur Ne'mah,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7231981,fb503f0e-c1bb-41c1-ad47-285d21041c76,2017-12-09T14:41:30,85,West Bank,adolescentGirls
2017-12-09T13:46:53.893+02,2017-12-09T13:49:40.160+02,null,Kufur Ne'mah,17 - 18,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7231982,97b386b8-b28c-4d0e-8081-0260c274c768,2017-12-09T14:41:31,86,West Bank,adolescentGirls
2017-12-09T17:43:18.681+08,2017-12-09T17:46:12.526+08,null,Jenin City,17 - 18,Other,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7232194,411ba3db-56eb-462f-91bc-5071a43cea58,2017-12-09T14:56:35,87,West Bank,adolescentGirls
2017-12-09T17:46:28.636+08,2017-12-09T18:09:44.467+08,null,Jenin City,null,Basic education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7232195,d9af532f-8502-4eb3-a6ce-2a9de2d64ede,2017-12-09T14:56:36,88,West Bank,adolescentGirls
2017-12-09T18:09:54.517+08,2017-12-09T18:11:58.232+08,null,Jenin City,13 - 14,Basic education,null,Refugee camp,No,Student,Single,null,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7232197,5663405b-dcc1-4d89-b882-3736bea37053,2017-12-09T14:56:36,89,West Bank,adolescentGirls
2017-12-09T18:12:24.648+08,2017-12-09T18:15:41.430+08,null,Jenin City,13 - 14,Basic education,null,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7232198,1ceafffb-d491-4cbf-8b59-d22ebdb21bfe,2017-12-09T14:56:36,90,West Bank,adolescentGirls
2017-12-09T18:15:45.595+08,2017-12-09T18:17:08.177+08,null,Jenin City,13 - 14,Basic education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7232200,fb153bf3-329d-422b-a690-b2548d5743a9,2017-12-09T14:56:37,91,West Bank,adolescentGirls
2017-12-09T18:17:22.002+08,2017-12-09T18:18:31.785+08,null,Jenin City,13 - 14,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7232201,383116bf-4fcf-4435-b154-5a626e85b8d3,2017-12-09T14:56:37,92,West Bank,adolescentGirls
2017-12-09T18:18:41.592+08,2017-12-09T18:19:47.762+08,null,Jenin City,13 - 14,Basic education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7232202,7f48850c-b3a9-4ea7-8896-159db2ab96c5,2017-12-09T14:56:38,93,West Bank,adolescentGirls
2017-12-09T18:20:58.749+08,2017-12-09T18:22:58.036+08,null,Jenin City,13 - 14,Basic education,null,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7232204,c4c31c88-29c8-4653-b552-62a7d81ab016,2017-12-09T14:56:38,94,West Bank,adolescentGirls
2017-12-09T18:24:03.872+08,2017-12-09T18:26:59.451+08,null,Jenin City,17 - 18,Other,null,Refugee camp,No,Student,Married,More than 25,Your choice,Yes,No,null,Yes,null,null,vEkfbM57sXGCysGYrGgt7z,7232205,92a876e4-9c9e-4ebe-9d6c-e68d645a7ae2,2017-12-09T14:56:39,95,West Bank,adolescentGirls
2017-12-06T21:09:14.644+02,2017-12-09T17:46:52.922+02,null,Tubas,15 - 16,Secondary education,null,Village,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233157,dd6b9565-2ce4-459b-b0b6-952cb6b99822,2017-12-09T15:46:54,96,West Bank,adolescentGirls
2017-12-09T11:54:29.799+02,2017-12-09T11:56:35.666+02,null,Al Nasereh Village,15 - 16,Secondary education,null,Village,Yes,Student,Single,22 - 25,null,null,Yes,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233160,b53c0929-cab6-438f-97ad-1dd60f096ac4,2017-12-09T15:46:55,97,West Bank,adolescentGirls
2017-12-09T12:04:17.657+02,2017-12-09T12:06:03.556+02,null,Al Nasereh Village,15 - 16,Secondary education,null,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233162,740eb1ef-98ad-4870-8778-67085322cdb2,2017-12-09T15:46:56,98,West Bank,adolescentGirls
2017-12-09T12:09:43.962+02,2017-12-09T12:11:26.623+02,null,null,13 - 14,Basic education,null,Village,Yes,Student,Single,16 - 18,null,null,Yes,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233163,68a06a16-1608-4671-926c-5a7402955c3b,2017-12-09T15:46:57,99,West Bank,adolescentGirls
2017-12-09T12:50:40.455+02,2017-12-09T12:54:37.281+02,null,Faraa Refugees Camp,13 - 14,Secondary education,null,Refugee camp,Yes,Student,Single,19 - 21,null,null,Yes,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233164,7d392f71-f07d-4480-b3d3-2a4ced704ba5,2017-12-09T15:46:57,100,West Bank,adolescentGirls
2017-12-09T12:54:47.450+02,2017-12-09T12:55:36.663+02,null,Faraa Refugees Camp,15 - 16,Secondary education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233165,83a74bdd-1a71-4243-a43b-6baaacccb742,2017-12-09T15:46:57,101,West Bank,adolescentGirls
2017-12-09T13:50:38.687+02,2017-12-09T13:52:39.693+02,null,Faraa Refugees Camp,17 - 18,Secondary education,null,Refugee camp,Yes,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233168,0741fc2c-f76e-42b1-a11a-fba81610fb51,2017-12-09T15:46:58,102,West Bank,adolescentGirls
2017-12-09T13:52:47.762+02,2017-12-09T13:53:51.749+02,null,Faraa Refugees Camp,13 - 14,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233169,ca688aef-b64e-4c5d-be8e-840a8c09f8fa,2017-12-09T15:46:59,103,West Bank,adolescentGirls
2017-12-09T14:06:52.253+02,2017-12-09T14:09:37.163+02,null,Faraa Refugees Camp,13 - 14,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233172,4c5f2647-f6fe-43b5-bbb4-666c36f85538,2017-12-09T15:46:59,104,West Bank,adolescentGirls
2017-12-09T14:46:44.318+02,2017-12-09T14:47:44.562+02,null,Tubas,17 - 18,Secondary education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233174,9cb4620a-b320-4ebb-8593-00bb1f01e542,2017-12-09T15:47:00,105,West Bank,adolescentGirls
2017-12-09T14:56:26.140+02,2017-12-09T14:58:07.879+02,null,Tubas,17 - 18,Other,null,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233178,93b24a8f-7abe-4bad-8479-82bb2767a105,2017-12-09T15:47:01,106,West Bank,adolescentGirls
2017-12-09T15:08:16.890+02,2017-12-09T15:09:23.941+02,null,Tubas,15 - 16,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233179,588dbeda-8dbd-4366-9cf8-520c63bfa36d,2017-12-09T15:47:02,107,West Bank,adolescentGirls
2017-12-09T15:09:41.909+02,2017-12-09T15:13:43.223+02,null,Tubas,13 - 14,Basic education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233180,b0de663f-f891-4be1-9c1a-5ba46847e089,2017-12-09T15:47:02,108,West Bank,adolescentGirls
2017-12-09T15:31:43.432+02,2017-12-09T15:32:29.629+02,null,Tubas,15 - 16,Secondary education,null,Village,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233181,16850bad-d941-41aa-8596-b771bc219da8,2017-12-09T15:47:02,109,West Bank,adolescentGirls
2017-12-09T15:37:13.183+02,2017-12-09T15:38:03.787+02,null,Tubas,13 - 14,Secondary education,null,Village,No,Student,Single,16 - 18,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233182,5c037812-32f6-4908-89ff-feeb05bc01f5,2017-12-09T15:47:03,110,West Bank,adolescentGirls
2017-12-09T15:38:07.263+02,2017-12-09T15:38:57.532+02,null,Tubas,13 - 14,Secondary education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233183,bec42679-3d4e-44b0-94d1-ce5ec55640ad,2017-12-09T15:47:03,111,West Bank,adolescentGirls
2017-12-09T15:39:01.851+02,2017-12-09T15:40:10.072+02,null,Tubas,13 - 14,Basic education,null,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233184,8b7f2e86-9bab-4e77-8491-11bfaa08300a,2017-12-09T15:47:03,112,West Bank,adolescentGirls
2017-12-09T15:40:31.199+02,2017-12-09T15:41:28.772+02,null,Tubas,15 - 16,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233185,5f9642cf-e3df-4dfa-a4a1-e033d5707daa,2017-12-09T15:47:04,113,West Bank,adolescentGirls
2017-12-09T12:55:44.313+02,2017-12-09T17:48:06.225+02,null,Faraa Refugees Camp,15 - 16,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7233211,d19e75f8-6eeb-4781-9e3f-ed28cfaec228,2017-12-09T15:48:06,114,West Bank,adolescentGirls
2017-12-09T19:57:31.204+02,2017-12-09T19:59:05.107+02,null,Hebron City,13 - 14,Basic education,Economic conditions,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7235415,0d3cc08e-75b5-40c5-bdce-05b89e3264a8,2017-12-09T17:59:13,115,West Bank,adolescentGirls
2017-12-09T19:59:10.678+02,2017-12-09T20:00:16.759+02,null,Hebron City,15 - 16,Secondary education,Economic conditions,City,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7235419,fa5b6c01-55e3-4860-8467-57f8baa91b45,2017-12-09T18:00:26,116,West Bank,adolescentGirls
2017-12-10T09:23:38.756+02,2017-12-10T12:26:32.164+02,null,Nablus City,17 - 18,Secondary education,null,City,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241046,882b9c6f-4284-4cff-a472-fb68a5ac2ad7,2017-12-10T10:43:33,117,West Bank,adolescentGirls
2017-12-10T09:25:00.839+02,2017-12-10T09:26:16.402+02,null,Nablus City,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241047,ef686599-4a64-4237-b0af-21577b31e348,2017-12-10T10:43:34,118,West Bank,adolescentGirls
2017-12-10T09:26:18.768+02,2017-12-10T09:27:22.079+02,null,Nablus City,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241048,33fae623-c8e3-48a6-9da5-90a835b25f18,2017-12-10T10:43:35,119,West Bank,adolescentGirls
2017-12-10T09:29:13.958+02,2017-12-10T09:30:56.860+02,null,Nablus City,17 - 18,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241049,ec0d1355-ca9f-47ba-98d9-55e38dc8d973,2017-12-10T10:43:35,120,West Bank,adolescentGirls
2017-12-10T09:30:59.623+02,2017-12-10T09:32:07.377+02,null,Nablus City,17 - 18,Secondary education,null,Refugee camp,Yes,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241050,f707f44b-75b2-423d-815b-716c0673b27f,2017-12-10T10:43:36,121,West Bank,adolescentGirls
2017-12-10T09:32:48.169+02,2017-12-10T09:33:55.013+02,null,Nablus City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241051,24d92135-b34e-490a-b57f-c307103e377b,2017-12-10T10:43:36,122,West Bank,adolescentGirls
2017-12-10T09:33:58.269+02,2017-12-10T09:35:13.339+02,null,Nablus City,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241052,c0823656-cbab-4291-9c9b-972b9e09b43a,2017-12-10T10:43:36,123,West Bank,adolescentGirls
2017-12-10T09:35:17.056+02,2017-12-10T09:36:21.683+02,null,Nablus City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241053,056e9549-85eb-4637-ac70-b2859ce28cce,2017-12-10T10:43:37,124,West Bank,adolescentGirls
2017-12-10T09:36:25.916+02,2017-12-10T09:37:32.418+02,null,Nablus City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241054,a1c99bab-4e7f-4f52-a1f1-68a1e481ae5d,2017-12-10T10:43:37,125,West Bank,adolescentGirls
2017-12-10T09:37:45.509+02,2017-12-10T09:39:09.035+02,null,Nablus City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241055,40db7e77-2a91-4c14-b6c4-cb04c4125fb0,2017-12-10T10:43:37,126,West Bank,adolescentGirls
2017-12-10T09:39:18.484+02,2017-12-10T09:40:26.289+02,null,Nablus City,17 - 18,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241056,c0b131e6-98ef-4b60-b199-8cb4e3cfbb58,2017-12-10T10:43:38,127,West Bank,adolescentGirls
2017-12-10T09:42:43.866+02,2017-12-10T09:44:13.633+02,null,Nablus City,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241057,6e10206a-3cc5-431f-bebb-4ca0fcb9f9c6,2017-12-10T10:43:38,128,West Bank,adolescentGirls
2017-12-10T09:44:16.221+02,2017-12-10T09:45:04.983+02,null,Nablus City,17 - 18,Secondary education,null,Village,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241058,8404fe47-239f-42d0-a945-b134d6a8169d,2017-12-10T10:43:39,129,West Bank,adolescentGirls
2017-12-10T09:45:07.184+02,2017-12-10T12:32:59.079+02,null,Nablus City,17 - 18,Secondary education,null,City,Yes,Student,Married,19 - 21,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241059,34395300-bf72-4ad0-9dcf-2fa44a680d71,2017-12-10T10:43:39,130,West Bank,adolescentGirls
2017-12-10T09:46:12.485+02,2017-12-10T09:47:06.404+02,null,Nablus City,17 - 18,Secondary education,null,City,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241060,8d0cdf26-d3c1-493f-99e5-e53339411b81,2017-12-10T10:43:39,131,West Bank,adolescentGirls
2017-12-10T09:47:21.031+02,2017-12-10T09:48:39.187+02,null,Nablus City,17 - 18,Secondary education,null,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241061,d6d9f689-e288-442f-8f0a-b6a2eaed9b34,2017-12-10T10:43:40,132,West Bank,adolescentGirls
2017-12-10T12:41:13.381+02,2017-12-10T12:46:11.191+02,null,Jenin City,13 - 14,Basic education,Family force,Village,Yes,Unemployed,Single,More than 25,null,null,Yes,Mobility impairment,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241083,92126feb-e8d2-400a-ae92-2402b1dc9651,2017-12-10T10:46:14,133,West Bank,adolescentGirls
2017-12-09T12:38:13.858+02,2017-12-09T12:40:57.497+02,null,Al Oja,13 - 14,Basic education,null,Refugee camp,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241090,98fb2b1b-7c30-4188-aee5-6bcde051d61f,2017-12-10T10:46:32,134,West Bank,adolescentGirls
2017-12-09T12:55:08.906+02,2017-12-09T13:01:15.128+02,null,Al Oja,17 - 18,Secondary education,null,Refugee camp,Yes,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241091,1f07d849-04d4-4099-b39c-e5c26d4794ed,2017-12-10T10:46:34,135,West Bank,adolescentGirls
2017-12-09T13:38:56.883+02,2017-12-09T13:42:07.384+02,null,Al Oja,15 - 16,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241093,12e5d815-b17b-4be8-b0f8-624c691ec656,2017-12-10T10:46:35,136,West Bank,adolescentGirls
2017-12-09T14:22:39.937+02,2017-12-09T14:24:53.786+02,null,Jericho City,17 - 18,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241094,c04f8b40-8fc3-4a59-a82a-3e2179e636e3,2017-12-10T10:46:35,137,West Bank,adolescentGirls
2017-12-09T14:58:31.109+02,2017-12-09T15:00:29.876+02,null,Jericho City,13 - 14,Basic education,null,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241098,ed2b2acf-aacd-4276-846a-50d7933cc15d,2017-12-10T10:46:38,138,West Bank,adolescentGirls
2017-12-09T15:03:38.303+02,2017-12-09T15:06:56.770+02,null,Jericho City,15 - 16,Secondary education,null,City,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241099,fbc1ad9c-69f2-46f7-8be2-70b51895d8fe,2017-12-10T10:46:39,139,West Bank,adolescentGirls
2017-12-09T15:10:19.629+02,2017-12-09T15:27:49.494+02,null,Jericho City,15 - 16,Secondary education,null,City,Yes,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241101,20995062-3a76-4879-bc5b-f9368fc0edac,2017-12-10T10:46:40,140,West Bank,adolescentGirls
2017-12-09T15:58:47.706+02,2017-12-09T16:01:03.841+02,null,Jericho City,17 - 18,Secondary education,null,City,Yes,Working,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241102,841e0195-9f3e-4f39-9272-7c1bbd9e0a6a,2017-12-10T10:46:40,141,West Bank,adolescentGirls
2017-12-09T16:07:49.210+02,2017-12-09T16:09:21.464+02,null,Jericho City,13 - 14,Basic education,null,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241104,d516156d-2f80-430d-b0c7-bcea193f4c29,2017-12-10T10:46:41,142,West Bank,adolescentGirls
2017-12-09T16:35:37.123+02,2017-12-09T16:39:33.095+02,null,Aqbet Jabr Refugee Camp,17 - 18,Secondary education,null,Refugee camp,Yes,Student,Married,22 - 25,Your choice,No,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241109,16e1e1ca-98a7-4f80-9c65-1335cc3bdba6,2017-12-10T10:46:43,143,West Bank,adolescentGirls
2017-12-09T16:47:11.948+02,2017-12-09T16:49:07.130+02,null,Aqbet Jabr Refugee Camp,17 - 18,Secondary education,null,Refugee camp,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241112,991221c3-a2ef-41b4-a067-a98348746316,2017-12-10T10:46:43,144,West Bank,adolescentGirls
2017-12-09T17:01:46.346+02,2017-12-09T17:05:30.041+02,null,Aqbet Jabr Refugee Camp,15 - 16,Basic education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241116,3cbec4d9-d9bd-4129-93dc-5dffba70fdf7,2017-12-10T10:46:44,145,West Bank,adolescentGirls
2017-12-09T19:40:30.023+02,2017-12-09T19:42:31.536+02,null,Aqbet Jabr Refugee Camp,17 - 18,Secondary education,null,Refugee camp,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241120,04be44ec-1b47-478a-b69c-ea0aff81057e,2017-12-10T10:46:46,146,West Bank,adolescentGirls
2017-12-10T13:11:40.274+02,2017-12-10T13:12:59.162+02,null,Nablus City,15 - 16,Secondary education,null,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241414,8f813cff-cdcd-439e-8878-2120984ff73b,2017-12-10T11:13:57,147,West Bank,adolescentGirls
2017-12-10T13:13:09.574+02,2017-12-10T13:13:44.479+02,null,Nablus City,17 - 18,Secondary education,null,City,No,Student,Single,More than 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241415,8d774062-4b74-4cc1-baf6-55f63cd4532a,2017-12-10T11:13:57,148,West Bank,adolescentGirls
2017-12-10T13:10:25.966+02,2017-12-10T13:12:27.586+02,null,North Asera Village,15 - 16,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241730,610855a4-1056-47e8-a903-c4a1f65a0b02,2017-12-10T11:38:09,149,West Bank,adolescentGirls
2017-12-10T13:12:48.613+02,2017-12-10T13:13:18.949+02,null,North Asera Village,15 - 16,Secondary education,null,Village,No,Student,Single,19 - 21,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241731,d922e22c-c929-4a6e-9747-0f107a3c6ea5,2017-12-10T11:38:10,150,West Bank,adolescentGirls
2017-12-10T13:13:20.961+02,2017-12-10T13:14:16.189+02,null,North Asera Village,15 - 16,Secondary education,null,Village,Yes,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241732,00e9ebc6-6c8a-4943-9b7e-29e2113980de,2017-12-10T11:38:10,151,West Bank,adolescentGirls
2017-12-10T13:14:45.590+02,2017-12-10T13:15:16.558+02,null,North Asera Village,15 - 16,Secondary education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241733,6010f612-34a6-4dcb-86ea-5a4cd0bd45c3,2017-12-10T11:38:11,152,West Bank,adolescentGirls
2017-12-10T13:15:21.985+02,2017-12-10T13:16:21.319+02,null,North Asera Village,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241734,cbc41b35-59d6-4f5c-90e0-69c6dccd5874,2017-12-10T11:38:12,153,West Bank,adolescentGirls
2017-12-10T13:16:46.349+02,2017-12-10T13:18:25.107+02,null,North Asera Village,13 - 14,Basic education,null,Village,No,Student,Single,22 - 25,null,null,No,null,Yes,null,null,vBfZBbTvzh8aQdmbds9u87,7241735,2397cb36-0b94-4e37-adda-9e662e91e9f6,2017-12-10T11:38:12,154,West Bank,adolescentGirls
